Daniele,none,0
Display all transactions to musician,check_transactions,2
That doesn't match my information,no,6
NAB account,none,0
It is as you say Definitely,yes,5
BNP Paribas Fortis,none,0
Arrange to receive a fund,request_money,4
I'd like to know my current Dexia account balance,check_balance,1
€428 and 50 cents,none,0
stepmother Luca,none,0
Show my UniCredit Bank Austria account balance,check_balance,1
Yep I agree,yes,5
Can you move €409.90 to Mario Romano's account,send_money,3
Axis Bank,none,0
Is there a guide for the transaction limits in the app,none,0
€213.45,none,0
I want to send some money,send_money,3
I'd like to see the payment history with Paolo Longo using account SBI Group,check_transactions,2
Correct as expected. absolutely,yes,5
Affirmative that's my belief. absolutely,yes,5
Reveal the balance of my Future Bank account,check_balance,1
I'd like to see the payment history using account DBS Bank,check_transactions,2
Chiara,none,0
137 dollars and 11 cents,none,0
How much do I have in my AED account right now,check_balance,1
Rossiya Bank,none,0
Reveal the balance of my bank account,check_balance,1
How to track the performance of my investments in the app,none,0
What's the process for updating my legal name in the app,none,0
Confirmed,yes,5
I need you to send some money to Claudia Morelli,send_money,3
AED477.71,none,0
428 dirhams and 27 cents,none,0
Davide,none,0
I need you to request some money,request_money,4
No question about it,yes,5
You better not,no,6
I'd like to receive some money through Bank of Montreal,request_money,4
Tell me the total in my bank account,check_balance,1
€199.14,none,0
Check if I have any transactions recently,check_transactions,2
BNP Paribas,none,0
How do I set up a profile picture in my account,none,0
Check if I have any transactions recently,check_transactions,2
€269 and 78 cents,none,0
I am instructing a collection of 225 dollars and 10 cents through my Yes Bank account,request_money,4
Show the last few transfers,check_transactions,2
How can I set up a financial planning session through the app,none,0
Is there a way to hide certain transactions for privacy,none,0
I need to receive 142 dirhams and 74 cents from Jaxson Young using my BBVA account,request_money,4
Nino Ruggiero,none,0
I need the transaction history involving Sophie on my UBI Banca account,check_transactions,2
For sure Affirmative,yes,5
Can you move some money from Bank Austria,send_money,3
I need the transaction history involving Benjamin Ward on my BNP Paribas account,check_transactions,2
Not in this case,no,6
Initiate a request from Oliver using HSBC,request_money,4
It is as you say Definitely,yes,5
Cora Ross,none,0
Can you check the last few transactions to Everly,check_transactions,2
107 pounds and 71 cents,none,0
Giulia Conte,none,0
Can I receive daily financial news summaries through the app,none,0
I'm authorizing a collection of 273 pounds and six cents,request_money,4
May I see the balance for my ICICI Bank account in dollars,check_balance,1
grandmother,none,0
Federigo,none,0
483 pounds and 21 cents,none,0
Far from it I can't agree with that,no,6
€320 and 59 cents,none,0
Tell me the total in my ICICI Bank account,check_balance,1
default,none,0
Unquestionably,yes,5
I'd like to see the payment history with Edoardo De Simone,check_transactions,2
Where can I find a history of the app's updates and changes,none,0
Hunter Rivera,none,0
Kindly process a transaction of 312 euros and 66 cents to Damiano Valentini from my default account,send_money,3
What tools does the app offer for tracking spending on entertainment,none,0
I'd like to see the payment history with Adam using account SEB,check_transactions,2
Please request some money from stepbrother at SBI Group,request_money,4
Can I view a summary of my financial milestones,none,0
Definitely without any doubt. absolutely,yes,5
Top Bank,none,0
stepbrother Jack,none,0
HSBC Singapore,none,0
Citibank Singapore,none,0
How do I manage my notifications for the app's market analysis features,none,0
Citibank Singapore,none,0
I'm authorizing a collection of 433 dirhams and 43 cents,request_money,4
Yes that's my final answer,yes,5
It is as you say Of course,yes,5
No that's a misunderstanding,no,6
What are my most recent transactions to Ezra Turner,check_transactions,2
I'm seeking to collect 421.84 dirhams,request_money,4
How to manage my credit card payments through the app,none,0
I want to send some money from Sumitomo Mitsui Financial Group,send_money,3
Requesting to collect AED323.88 from brother Domenica,request_money,4
five euros and 33 cents,none,0
teacher Jayden,none,0
I'd like to know my current AED account balance,check_balance,1
UBI Banca,none,0
Show me the recent transactions with brother Domenica,check_transactions,2
Correct as expected,yes,5
I want to receive some money from Tullio,request_money,4
Isaiah,none,0
358.21 dirhams,none,0
I want to receive some money from Riley Clark using Standard Chartered Singapore,request_money,4
What's the maximum number of accounts I can have in the app,none,0
By no means I can't agree with that,no,6
Not exactly that doesn't seem right,no,6
Standard Chartered account,none,0
I need the transaction history involving Arturo on my DBS Bank account,check_transactions,2
How can I access customer reviews of the app,none,0
engineer Aria,none,0
Can you tell me the balance for my pounds account,check_balance,1
Far from it that's off the mark,no,6
I want to receive some money from Livia using UBS,request_money,4
Can you move some money to mother's account,send_money,3
261 pounds and 58 cents,none,0
I want to review transactions involving my Bank of America account,check_transactions,2
What's the process for opting into beta testing for new app features,none,0
What is the current balance of my NAB account in €,check_balance,1
CaixaBank account,none,0
What are the best practices for mobile banking security,none,0
Don't do that,no,6
It is as you say Sure,yes,5
Bank of Baroda account,none,0
Sante,none,0
Please request some money,request_money,4
421.31 pounds,none,0
Edoardo Farina,none,0
Initiate a wire transfer please,send_money,3
Definitely without any doubt,yes,5
Requesting to collect €299 and 2 cents from Quinn Adams using Bankinter,request_money,4
What's the maximum file size for uploading documents,none,0
Initiate a request of $145.25 using Swedbank,request_money,4
€50.97,none,0
18 dollars and 25 cents,none,0
Would you please execute a request for $469 and 25 cents from Nicola using my account at BNP Paribas Fortis,request_money,4
79 euros and 69 cents,none,0
Yes precisely as mentioned,yes,5
Absolutely not I can't agree with that,no,6
How to set up notifications for upcoming payments,none,0
scientist,none,0
I'd say no,no,6
I want to review transactions to Francesca involving my Union Bank of India account,check_transactions,2
Not by any means that's off the mark,no,6
Initiate a wire request at State Bank of India please,request_money,4
326 euros and 91 cents,none,0
Emily,none,0
Is there a tutorial for first-time users of the app,none,0
Give me a summary of recent payments from my UOB,check_transactions,2
Show me the recent transactions with Enrico on my Bankinter account,check_transactions,2
133.31 pounds,none,0
How can I learn about the app's encryption protocols for data security,none,0
Kindly process a request for my OCBC Bank account,request_money,4
How to organize and store digital receipts within the app,none,0
Arrange to receive a fund of AED358.82 at Rabobank,request_money,4
Display my Bank of Montreal account balance,check_balance,1
Kindly process a transaction of 410 pounds and 63 cents to Sophia Moore,send_money,3
How much do I have in my pounds account right now,check_balance,1
Arrange for a fund transfer to Ruby Butler from Rossiya Bank,send_money,3
Not at all,no,6
I need to receive some money through my UBI Banca account,request_money,4
What's my balance in the Canara Bank account,check_balance,1
How do I set up facial recognition for login,none,0
stepsister,none,0
Are there any recent transactions,check_transactions,2
Arrange to receive a fund from Barbara Pellegrino at Raiffeisen Bank International,request_money,4
That doesn't match my information,no,6
I need you to send 438.91 dollars to Concetta Ferretti using my Punjab National Bank account,send_money,3
Royal Bank of Scotland,none,0
ING account,none,0
How much is in my Barclays account,check_balance,1
€379.40,none,0
Can you provide details of the recent transactions,check_transactions,2
€127 and 33 cents,none,0
What are the customer service hours for live support,none,0
Requesting to collect 400.68 dollars from Paolo,request_money,4
Please display the most recent payments to Enrico,check_transactions,2
Indeed that's just how it is,yes,5
How much do I have in my ING account in AED right now,check_balance,1
How to find the app's FAQ and help resources,none,0
Can I see the last payments made from my OCBC Bank account,check_transactions,2
Can I manage my health savings account through the app,none,0
Initiate a transaction,send_money,3
Edoardo,none,0
493 dollars and 21 cents,none,0
Initiate a request of 18.44 euros from Elena,request_money,4
Future Bank,none,0
I need to wire some money to Osvaldo from my account with KBC Bank,send_money,3
No that's not right,no,6
Not by any means that's off the mark,no,6
Kindly process a transaction of €466.57 from my China Construction Bank account,send_money,3
What transactions have occurred recently on Triodos Bank account,check_transactions,2
Cora,none,0
You're right,yes,5
Please not,no,6
I need you to send some money using my IDBI Bank account,send_money,3
What are the latest transactions using my Citibank Singapore account,check_transactions,2
By no means I can't agree with that,no,6
Not quite I can't agree with that,no,6
Kotak Mahindra Bank,none,0
What are my most recent transactions to chef from account UniCredit Bank Austria,check_transactions,2
Federal Bank,none,0
Danske Bank,none,0
May I see the balance for my AED account,check_balance,1
What is the current balance of my account,check_balance,1
I don't think so,no,6
€483 and 62 cents,none,0
How do I check the app's compatibility with my device,none,0
Can I see the last payments I made,check_transactions,2
For sure Of course,yes,5
Is there a feature for automatic categorization of expenses,none,0
Giorgia Ricci,none,0
AED347 and 85 cents,none,0
Request to receive 28.69 dirhams to my Bank Austria account from Addison please,request_money,4
Can you provide details of the recent transactions to father Everly,check_transactions,2
Vivian,none,0
AED315 and 84 cents,none,0
Would you please execute a request for $251.98,request_money,4
I'm seeking to collect 61 dollars and 27 cents through my account with Credit Agricole,request_money,4
How much is in my bank account in pounds,check_balance,1
Could you assist in receiving 149.15 euros from Isla Richardson,request_money,4
Can I see the last payments made to Barbara Pellegrino,check_transactions,2
Please send 104.52 euros from my account at SEB to Gabriella,send_money,3
What is the current balance of my pounds account,check_balance,1
394 dirhams and 75 cents,none,0
Asia Rizzo,none,0
ING account,none,0
ICBC account,none,0
Union Bank of India,none,0
Check if I have any transactions recently,check_transactions,2
Can I see the last payments made to Levi Gray from my ABN AMRO account,check_transactions,2
£481 and 70 cents,none,0
I'm seeking to collect 158 euros and 88 cents through my account with Bank Austria,request_money,4
Alfa Bank account,none,0
How much do I have in my bank account right now,check_balance,1
I'm seeking to collect some money through my account with Barclays,request_money,4
Transfer £180.48 from my Axis Bank account please,send_money,3
Could you assist in receiving 51 dollars and 42 cents at Standard Chartered Singapore,request_money,4
What are the options for visualizing my net worth over time in the app,none,0
Daniele Ferrara,none,0
That's not accurate,no,6
84.92 pounds,none,0
I need to receive some money,request_money,4
No I can't agree with that,no,6
Not in this case,no,6
No that doesn't seem right,no,6
Show my £ account balance,check_balance,1
Initiate a wire request from Giacomo please,request_money,4
Not in any way,no,6
406.73 dirhams,none,0
Not in the slightest that's off the mark,no,6
Can you check the last few transactions from China Construction Bank,check_transactions,2
Can I set up the app to alert me to recurring annual expenses,none,0
Most definitely,yes,5
Banco Santander,none,0
BNP Paribas,none,0
Eleanor,none,0
Allison,none,0
325.56 pounds,none,0
Noah,none,0
Could you assist in receiving 292.53 dollars at CIMB Bank,request_money,4
Can you provide details of the recent transactions from Standard Chartered Singapore,check_transactions,2
Reveal the balance of my euros account,check_balance,1
Is there a feature for automatic bill payments,none,0
Bankinter,none,0
I want to review transactions involving my ANZ account,check_transactions,2
Yep I agree,yes,5
Not at all,no,6
What's the latest feature for managing subscription services in the app,none,0
Can the app notify me about economic news or updates,none,0
What's my balance,check_balance,1
How to link my social media accounts with this app,none,0
Bank of India,none,0
I can confirm that Indeed,yes,5
How do I turn on location-based services,none,0
I want to transfer 177 dollars using my UBI Banca account,send_money,3
List all recent transfers to Francesca from my account at Mizuho Financial Group,check_transactions,2
I am instructing a payment to Addison Sanchez through my SNS Bank account,send_money,3
399.12 pounds,none,0
Reveal the balance of my UniCredit account,check_balance,1
Check the balance of my bank account in pounds,check_balance,1
Not exactly not as far as I know,no,6
How do I find the terms and conditions for using the app,none,0
370.15 pounds,none,0
Michael,none,0
List all recent transfers to Easton Flores,check_transactions,2
Swedbank account,none,0
Not exactly not as far as I know,no,6
I can't confirm that,no,6
I am instructing a collection from Elizabeth through my US Bancorp account,request_money,4
Requesting to collect some money from Liam Carter,request_money,4
I need you to request Luciana some money,request_money,4
Credit Suisse account,none,0
How do I find the terms and conditions for using the app,none,0
Please send some money to Penelope,send_money,3
I need the transaction history involving Aria on my Kotak Mahindra Bank account,check_transactions,2
Yes precisely as mentioned,yes,5
What transactions have occurred recently,check_transactions,2
Requesting to collect some money,request_money,4
Not in the slightest I can't agree with that,no,6
I need to wire some money,send_money,3
Please arrange a collection of $344 and 39 cents using my Banco BPM account,request_money,4
Lucio,none,0
I'd like to remit $162 and 19 cents to Marcello Silvestri,send_money,3
How to use the app for joint accounts or shared finances,none,0
No that's not in line with the facts,no,6
Can I connect the app with my email for invoice tracking,none,0
That's incorrect,no,6
Bank Austria,none,0
ABN AMRO account,none,0
What's the best way to contact support if I'm traveling,none,0
Maybank,none,0
I need you to request some money using my UOB account,request_money,4
£493 and 33 cents,none,0
I'd like to receive some money from Fiammetta,request_money,4
Definitely,yes,5
Request to receive $70 and 60 cents to my CIMB Bank account please,request_money,4
£134.74,none,0
Requesting to collect 332.11 pounds,request_money,4
AED16.33,none,0
Luciana,none,0
$188 and 75 cents,none,0
Alfa Bank,none,0
471 dollars and 94 cents,none,0
Would you please execute a transfer to Celeste from my account at IndusInd Bank,send_money,3
I am instructing a collection from Michela,request_money,4
Sumitomo Mitsui Financial Group,none,0
Scotiabank,none,0
What are the steps to activate location-based offers,none,0
I'm authorizing a collection of $314 and 7 cents to Nomura Holdings,request_money,4
I'd like to see the payment history with Edoardo,check_transactions,2
Banco Sabadell,none,0
Would you please execute a transfer of 94.28 euros,send_money,3
I'd like to know my current $ account balance,check_balance,1
That's false,no,6
Goldman Sachs account,none,0
227 euros and 40 cents,none,0
I'd like to know my current € account balance,check_balance,1
Show me the recent transactions on my bank accounts,check_transactions,2
List all recent transfers from my account at TD Bank,check_transactions,2
Initiate a wire request for AED211.75 from Ethan Sanders at ING Belgium please,request_money,4
Yes without reservation,yes,5
Reveal the balance of my euros account,check_balance,1
You have my yes,yes,5
Requesting to collect some money from Ernesto using Swedbank,request_money,4
Show the last few transfers from ANZ,check_transactions,2
Affirmatively speaking yes,yes,5
£490.78,none,0
What transactions have occurred recently with Mirco Mariani,check_transactions,2
I need the transaction history involving Jace,check_transactions,2
Tell me more about the loyalty program,none,0
Not at all I can't agree with that,no,6
I'm afraid that's not the case,no,6
ING Group,none,0
Check if I have any transactions recently,check_transactions,2
Initiate a transaction to Andrea,send_money,3
Show the last few transfers from Mitsubishi UFJ Financial Group to dad Basilio,check_transactions,2
76 euros and 72 cents,none,0
Emma Murphy,none,0
I must say no,no,6
Kindly process a request,request_money,4
I can't confirm that,no,6
Display my Bank of China account balance,check_balance,1
Is there a way to view all past notifications sent by the app,none,0
Certainly,yes,5
Are there any recent transactions involving my account Commonwealth Bank and Francesca,check_transactions,2
I'm planning to send some money to Martino via Dexia,send_money,3
Bank of East Asia account,none,0
father Caleb,none,0
Kindly process a request for my NAB account,request_money,4
ABN AMRO account,none,0
List all recent transfers to Paola,check_transactions,2
Display my bank account balance,check_balance,1
Can I download my financial reports in different formats,none,0
Can the app track my investments and returns,none,0
Alessandro De Simone,none,0
No that's not in line with the truth,no,6
I need the transaction history involving niece Giulia on my NAB account,check_transactions,2
Jameson Green,none,0
I'm authorizing a payment of 491.46 dollars to Bruno Rossi,send_money,3
I'm authorizing a payment,send_money,3
Arrange to receive a fund,request_money,4
May I see the balance for my $ account,check_balance,1
Where can I find the user manual for the app,none,0
Initiate a request of 493 pounds and 60 cents,request_money,4
Savannah Phillips,none,0
€306 and 83 cents,none,0
Absolutely,yes,5
Is there a way to automatically donate a portion of my purchases to charity,none,0
Do it,yes,5
Sure,yes,5
For sure Indeed,yes,5
Request to receive 482.25 pounds to my Intesa Sanpaolo account from Barbara please,request_money,4
Rosanna Bianco,none,0
Axis Bank,none,0
Can you move 190 pounds and 30 cents,send_money,3
Can I use the app to make reservations at restaurants,none,0
Please arrange a payment of 323 dirhams and 51 cents to Cinzia Amato,send_money,3
Check the balance of my bank account in $,check_balance,1
How much is in my Union Bank of India account,check_balance,1
Requesting to dispatch €279 and 49 cents using Hang Seng Bank,send_money,3
Show my Citibank Singapore account balance in €,check_balance,1
€478.37,none,0
$276 and 33 cents,none,0
Danske Bank,none,0
Arrange to receive a fund of £37 and 63 cents,request_money,4
I need the transaction history of my China Construction Bank account,check_transactions,2
I'd like to receive 201.18 dirhams,request_money,4
457 euros and 71 cents,none,0
I can't confirm that,no,6
$142.83,none,0
Bank of America account,none,0
Nordea Bank account,none,0
227 dollars and 30 cents,none,0
What are the latest transactions,check_transactions,2
What is the current balance of my account,check_balance,1
Sure that's evident. absolutely,yes,5
Rosa Guerra,none,0
CaixaBank,none,0
Would you please execute a request for AED266 and 78 cents from Paisley,request_money,4
You're right,yes,5
mother,none,0
Are there any recent transactions involving Luciana,check_transactions,2
What are the customer service hours for live support,none,0
stepbrother Eli,none,0
No,no,6
How do I monitor the progress of loan applications within the app,none,0
Cesare Basile,none,0
What are the steps to link my insurance policies with the app,none,0
I'm authorizing a payment to Grayson Barnes,send_money,3
That's right,yes,5
May I see the balance for my BNP Paribas account in $,check_balance,1
Sure that's evident. absolutely,yes,5
Joseph Nelson,none,0
Show me the recent transactions with Alexander,check_transactions,2
Goldman Sachs,none,0
How do I find out about the app's offline capabilities,none,0
No you're mistaken,no,6
uncle Jose,none,0
Reveal the balance of my £ account,check_balance,1
Standard Chartered Singapore,none,0
I'd like to know my current bank account balance,check_balance,1
Alessia Cattaneo,none,0
sister,none,0
I want to send some money,send_money,3
I want to receive some money using Alfa Bank,request_money,4
Kindly process a request for 185 dollars and 62 cents from Isla using my Intesa Sanpaolo account,request_money,4
Initiate a transaction to Wyatt Price,send_money,3
How do I report a problem with the app's interface,none,0
By no means not as far as I know,no,6
What languages is the app available in,none,0
Cristina De Luca,none,0
288 euros and 89 cents,none,0
Can you show me how to track my spending in the app,none,0
How do I track my credit card reward points in the app,none,0
Yes precisely as mentioned,yes,5
What are the customer service hours for live support,none,0
€242 and three cents,none,0
SBI Group,none,0
Can the app provide alerts for stock market changes,none,0
That's wrong,no,6
Claudio,none,0
Can you move $376.47 from my default account to Jeremiah's account,send_money,3
173 pounds and 42 cents,none,0
How much do I have in my bank account right now,check_balance,1
I can confirm that Absolutely,yes,5
Yes it's confirmed,yes,5
Tell me the total in my bank account,check_balance,1
Truly that's just how it is,yes,5
Would you please execute a transfer from my account at Citibank Singapore,send_money,3
AED73.80,none,0
It is as you say Of course,yes,5
How to get notifications from the app about financial planning seminars,none,0
What is the current balance of my Top Bank account,check_balance,1
Reveal the balance of my dollars account,check_balance,1
What are my most recent transactions to Giorgia,check_transactions,2
Banco Sabadell,none,0
Not by any means not as far as I know,no,6
Please request €28.00,request_money,4
What is the current balance of my $ account,check_balance,1
I'd like to see the payment history using account Canara Bank,check_transactions,2
I need you to send £130.94 using my China Construction Bank account,send_money,3
Count me in that's a yes,yes,5
Show the last few transfers from HSBC Singapore to Xavier,check_transactions,2
Banca Monte dei Paschi di Siena account,none,0
Can you check the last few transactions to Patrizio,check_transactions,2
Please not,no,6
I want to transfer some money to Bruno Rossi,send_money,3
Initiate a transaction of 195 dirhams and 87 cents using Bawag PSK,send_money,3
Please request 77 euros and 87 cents from Anna's account at Kotak Mahindra Bank,request_money,4
Can you provide details of the recent transactions from NAB,check_transactions,2
Agricultural Bank of China account,none,0
Kindly process a request from David Thomas,request_money,4
Don't do it,no,6
Affirmative,yes,5
Not in the slightest not as far as I know,no,6
I need the transaction history of my Raiffeisen Bank International account,check_transactions,2
Easton,none,0
Kindly process a transaction to Corrado from my Mizuho Financial Group account,send_money,3
Give me a summary of recent payments to grandfather from my Bankinter,check_transactions,2
Show the last few transfers from Dexia to Luigi Martini,check_transactions,2
Banco BPM,none,0
Bank of India,none,0
Arrange to receive a fund from Julian at HSBC,request_money,4
Requesting to dispatch some money to Natalie Allen using SNS Bank,send_money,3
How to link my fitness tracker with the app for rewards,none,0
I need you to send some money to Giuliana,send_money,3
Could you assist in receiving 441 dirhams and 91 cents at China Construction Bank,request_money,4
I'd like to know my current £ account balance,check_balance,1
Santander Bank,none,0
$367.25,none,0
Caleb Baker,none,0
Punjab National Bank account,none,0
Kindly process a request for 52.76 dollars,request_money,4
I need to wire some money to Giacomo Farina,send_money,3
402.45 euros,none,0
I want to review transactions involving my Bawag PSK account,check_transactions,2
Initiate a transaction of AED424 and 90 cents to Mila Diaz,send_money,3
Please display the most recent payments to Raffaella from my BBVA,check_transactions,2
CIBC,none,0
230 euros and 65 cents,none,0
Please arrange a collection,request_money,4
UBI Banca,none,0
Please arrange a collection of 463 euros and 68 cents from Riccardo,request_money,4
Find the recent payments I made from my Swedbank account,check_transactions,2
Not at all that's off the mark,no,6
What's the process for submitting feedback about the app,none,0
I am instructing a payment of 495 pounds and 18 cents,send_money,3
Display my bank account balance,check_balance,1
What transactions have occurred recently with Henry,check_transactions,2
I'm authorizing a collection to Lloyds Banking Group,request_money,4
Show my dirhams account balance,check_balance,1
I need to receive some money from Daniela using my Bank of Montreal account,request_money,4
Where can I provide feedback on the app's interface,none,0
Canara Bank,none,0
Do it,yes,5
How do I access the historical data of my investments,none,0
Can I see the last payments I made,check_transactions,2
Is the app compatible with wearable devices,none,0
Display my Federal Bank account balance,check_balance,1
Sebastian,none,0
Show the last few transfers,check_transactions,2
architect Gianluca,none,0
Agricultural Bank of China,none,0
By no means I can't agree with that,no,6
AED112.29,none,0
108.74 dirhams,none,0
What are the benefits of premium account membership,none,0
What transactions have occurred recently with Charles on Top Bank account,check_transactions,2
Please request some money from Aubrey's account at BNP Paribas,request_money,4
How do I set up a fingerprint lock for the app,none,0
How to find the app's FAQ and help resources,none,0
Give me a summary of recent payments to Salvatore Guerra from my China Construction Bank,check_transactions,2
What are the latest transactions using my HSBC account,check_transactions,2
Tell me the total in my € account,check_balance,1
Sure thing,yes,5
Show my pounds account balance,check_balance,1
Would you please execute a request from Tullio using my account at Federal Bank,request_money,4
AED80 and 27 cents,none,0
Goldman Sachs,none,0
Not in the slightest that doesn't seem right,no,6
Claudia Amico,none,0
137.18 euros,none,0
383.88 dollars,none,0
May I see the balance for my dollars account,check_balance,1
No,no,6
No question about it,yes,5
414 dirhams and 19 cents,none,0
AED105.53,none,0
Thomas Ross,none,0
I'd like to know my current pounds account balance,check_balance,1
You can proceed,yes,5
Christopher,none,0
Transfer some money please,send_money,3
Would you please execute a request for 324.01 dollars from Simone Santoro,request_money,4
Show my bank account balance,check_balance,1
Absolutely not not as far as I know,no,6
How to track the performance of my investments in the app,none,0
List all recent transfers from my account at Mitsubishi UFJ Financial Group,check_transactions,2
Requesting to dispatch some money to niece Giulia using Bank Austria,send_money,3
260.67 euros,none,0
BBVA account,none,0
Arrange to receive a fund of 156 pounds and 45 cents,request_money,4
Yep I agree,yes,5
Transfer some money to Skylar please,send_money,3
Luke,none,0
Go ahead,yes,5
I'd like to see the payment history with Gabriele,check_transactions,2
Can you provide details of the recent transactions from Santander Bank,check_transactions,2
$275.76,none,0
Aaron,none,0
No you're mistaken,no,6
Goldman Sachs account,none,0
How do I find the FAQs section in the app,none,0
I cannot agree with that,no,6
Please request some money from Samantha Wilson's account at BNP Paribas,request_money,4
I wouldn't say so,no,6
Display my dirhams account balance,check_balance,1
Not at all I can't agree with that,no,6
Certainly as you say. absolutely,yes,5
Quinn,none,0
Commonwealth Bank,none,0
It is as you say Certainly,yes,5
Not exactly I can't agree with that,no,6
I'd like to know about the accessibility features of the app,none,0
How much do I have in my bank account right now,check_balance,1
I'm planning to receive some money from Ezra Turner,request_money,4
What are the latest transactions with Giuliana using my Credit Mutuel account,check_transactions,2
Please request $288 and 40 cents from Jordan,request_money,4
Request to receive $181.16 from Liliana Conte please,request_money,4
How can I get alerts for currency exchange rates,none,0
How do I opt-in for beta features,none,0
Can I see the last payments made to Liam Carter from my KBC Bank account,check_transactions,2
Absolutely no question,yes,5
I need to receive some money from father Everly,request_money,4
No I have a different perspective,no,6
No question about it,yes,5
I can confirm that Of course,yes,5
You've got it,yes,5
Show my euros account balance,check_balance,1
Affirmative that's my belief. absolutely,yes,5
Can you tell me the balance for my Erste Group Bank account,check_balance,1
Can you tell me the balance for my bank account,check_balance,1
Mitsubishi UFJ Financial Group account,none,0
Stella,none,0
191 dirhams and 49 cents,none,0
Show the last few transfers,check_transactions,2
Of course it's undeniable. absolutely,yes,5
How do I track my credit card reward points in the app,none,0
Mitsubishi UFJ Financial Group account,none,0
Can you show me how to use the chat feature for customer support,none,0
144.65 euros,none,0
AED108.35,none,0
Please arrange a payment from ANZ account,send_money,3
Please display the most recent payments,check_transactions,2
How to learn about data usage and storage policies of the app,none,0
Most assuredly that's the case,yes,5
Rabobank,none,0
Would you please execute a request from Rita Sanna,request_money,4
How much is in my Halifax account in $,check_balance,1
Banco Sabadell,none,0
£3.42,none,0
I can't confirm that,no,6
Transfer 385 euros and 27 cents from my Hang Seng Bank account to Alexander please,send_money,3
Absolutely not that doesn't seem right,no,6
Absolutely no question,yes,5
Is there a section in the app for tracking tax-deductible donations,none,0
$275.03,none,0
Not at all that's off the mark,no,6
€111.05,none,0
I need to receive €312 and 57 cents through my ABN AMRO account,request_money,4
No I can't agree with that,no,6
nine dirhams and 19 cents,none,0
What's my balance in the Triodos Bank account,check_balance,1
granddaughter,none,0
Is there a community forum for app users,none,0
441 dirhams and 20 cents,none,0
Flavio Bassi,none,0
What are my most recent transactions,check_transactions,2
Check the balance of my bank account in dirhams,check_balance,1
Do it,yes,5
I'm planning to receive AED80 and 97 cents from Hudson via Citibank Singapore,request_money,4
For sure Definitely,yes,5
Are there any recent transactions involving Marianna Coppola,check_transactions,2
No not as far as I know,no,6
Please send €117 and 64 cents from my account at HSBC Singapore to Autumn King,send_money,3
That's a solid yes from me,yes,5
391.70 dirhams,none,0
Reveal the balance of my RHB Bank account,check_balance,1
I want to send some money to Bruno Rossi,send_money,3
I need you to request 299.76 pounds using my JPMorgan Chase account,request_money,4
How do I export my data from the app for personal backup,none,0
299.24 dirhams,none,0
Barclays,none,0
What transactions have occurred recently on UBS account,check_transactions,2
Swedbank account,none,0
Absolutely no question. absolutely,yes,5
Show my Bank of China account balance in dirhams,check_balance,1
What is the current balance of my AED account,check_balance,1
Please arrange a payment of $266 and 44 cents to niece Patrizio from Santander Bank account,send_money,3
Reveal the balance of my bank account,check_balance,1
Tell me the total in my ING Group account in pounds,check_balance,1
Alfa Bank account,none,0
I want to send some money,send_money,3
83.98 pounds,none,0
I'd like to remit 264.13 pounds,send_money,3
Absolutely not that doesn't seem right,no,6
SNS Bank account,none,0
saughter,none,0
Angelo,none,0
No that's a misunderstanding,no,6
Yes it's confirmed,yes,5
Commonwealth Bank,none,0
May I see the balance for my Societe Generale account in euros,check_balance,1
Arrange to receive a fund at Handelsbanken,request_money,4
No that doesn't seem right,no,6
Certainly that's just the case,yes,5
What is the best way to secure my app using two-factor authentication,none,0
$99 and 29 cents,none,0
I want to transfer some money,send_money,3
I need help with navigating the app's interface,none,0
I'd like to remit some money,send_money,3
Are there any recent transactions involving my account Raiffeisen Bank International,check_transactions,2
Danske Bank,none,0
£230 and 2 cents,none,0
Anna Bianchi,none,0
I'd like to know my current bank account balance,check_balance,1
Is there a tutorial for advanced budgeting tools in the app,none,0
I'm seeking to collect 66 dollars and 72 cents through my account with Maybank,request_money,4
A resounding yes indeed,yes,5
Sophie Young,none,0
Can the app provide a summary of my financial health,none,0
Display my pounds account balance,check_balance,1
Tell me the total in my Union Bank of India account,check_balance,1
How do I adjust auto-lock settings for the app on my device,none,0
How to organize and label transactions manually,none,0
Hazel,none,0
AED22.02,none,0
I need the transaction history involving John on my Bank of America account,check_transactions,2
That's my understanding,yes,5
Please arrange a collection using ING Belgium account,request_money,4
How much do I have in my Scotiabank account in £ right now,check_balance,1
China Construction Bank,none,0
Show my £ account balance,check_balance,1
Please send some money from my account at BNP Paribas Fortis,send_money,3
What are the latest transactions with Sadie Jackson,check_transactions,2
I want to send £173.63,send_money,3
Zeno,none,0
dad,none,0
Tell me the total in my US Bancorp account in AED,check_balance,1
Can you tell me the balance for my £ account,check_balance,1
son,none,0
Unquestionably,yes,5
How do I find tutorials on using the app for tax planning,none,0
How much is in my Top Bank account in euros,check_balance,1
Can the app provide a summary of my financial health,none,0
Loredana Marino,none,0
Kindly process a request from Corrado using my Santander Bank account,request_money,4
Mila,none,0
AED473.99,none,0
Arrange for a fund transfer to Leonardo Foster from Union Bank of India,send_money,3
Argenta,none,0
I'm planning to receive some money from Sadie Jackson via Axis Bank,request_money,4
How to activate push notifications for special offers,none,0
That's not how I see it,no,6
Cooper Cook,none,0
No that's not in line with the facts,no,6
How to configure the app's alerts for my investment milestones,none,0
I need to receive some money from Cameron Collins,request_money,4
I'm planning to send 18 dirhams and 61 cents,send_money,3
Josephine Barnes,none,0
